,date,y,y_p,ln_y_p_over_y,log_y,d4_log_y,rr_ma4_l1,rr_ma4_l5,rr_ma4_l9,u_ma4_l1,u_ma4_l2,u_ma4_l3,u_ma4_l4,u_ma4_l5,d_u,d4_u,d4_u_l1,d4_u_ma4_l1,cci_cs_ma4_l1,cci_fs_ma4_l1,cci_es_ma4_l1,t_bill_d4,t_bill_d4_l1,stock_log_ma4_l1,oil_log_ma4_l1,oil_log_ma4_l5,fx_log_ma4_l1,fx_log_ma4_l5,log_work_age_pop_share,covid19,trend,splittrend_pdv
17,1984-06-30 23:59:59.999999999,63.976974348616444,67.93005440564518,0.05995532128840875,4.158523242821962,-0.014729191386448015,2.8698154276508903,2.783914908485541,3.178077560742226,7.5377685,7.317366,7.2732855,7.25124525,7.2071647500000005,0.35264399999999974,1.234254,0.8816100000000002,0.33060374999999986,,,,-0.14666666599999978,-0.20333333399999987,2.310384266837789,,,4.647897960275268,4.685450691321844,4.185016657991953,0.0,17.0,0.0
18,1984-09-30 23:59:59.999999999,64.38093314481924,68.22903228021121,0.058052647432625726,4.16481752009335,-0.004226350503181209,3.0369576947803347,3.129950535843756,2.084147889810489,7.846332,7.5377685,7.317366,7.2732855,7.25124525,0.176323,1.3224160000000005,1.234254,0.5950867500000001,,,,-0.9933333330000007,-0.14666666599999978,2.398953960532113,,,4.645288881263441,4.669258202857974,4.1857387708044165,0.0,18.0,0.0
19,1984-12-31 23:59:59.999999999,63.70430216117956,68.52334702528809,0.07292242153428763,4.1542520981496525,-0.014791772446878682,3.33753422248686,3.071490032023366,1.8679641022599058,8.176936,7.846332,7.5377685,7.317366,7.2732855,0.2644819999999992,1.4105759999999998,1.3224160000000005,0.9036504999999995,,,,-1.6666666669999994,-0.9933333330000007,2.455847955487614,,,4.643931310687943,4.666990793391307,4.186460362546215,0.0,19.0,0.0
20,1985-03-31 23:59:59.999999999,63.562916582508585,68.87895360285476,0.08032044071682165,4.152030227691075,-0.017013642905456372,3.7478950077646624,2.8479468413143136,2.348292731663909,8.52958,8.176936,7.846332,7.5377685,7.317366,0.08816200000000052,0.8816109999999995,1.4105759999999998,1.2122139999999995,,,,-1.9033333330000008,-1.6666666669999994,2.5027682979736596,,,4.643377618378607,4.661285135113044,4.1871657640305315,0.0,20.0,0.0
21,1985-06-30 23:59:59.999999999,63.906281559280956,69.2625204068783,0.08048626931019243,4.157417659514213,-0.0011055833077495691,3.902834497107621,2.8698154276508903,2.783914908485541,8.74998275,8.52958,8.176936,7.846332,7.5377685,0.0,0.5289669999999997,0.8816109999999995,1.2122142499999988,,,,-2.030000001000001,-1.9033333330000008,2.5424969234709085,,,4.642264677413501,4.647897960275268,4.187248637896579,0.0,21.0,0.0
22,1985-09-30 23:59:59.999999999,65.15855382750959,69.65165182525028,0.06668282671676629,4.176823589311822,0.012006069218472248,3.7837550405302234,3.0369576947803347,3.129950535843756,8.8822245,8.74998275,8.52958,8.176936,7.846332,0.08816000000000024,0.440804,0.5289669999999997,1.0358924999999992,,,,-1.6233333339999998,-2.030000001000001,2.5900621298399074,,,4.643954142260115,4.645288881263441,4.187332415483333,0.0,22.0,0.0
23,1985-12-31 23:59:59.999999999,65.37063219551607,69.98751675805936,0.06824378550635579,4.180073108612233,0.025821010462580674,3.765992848266259,3.33753422248686,3.071490032023366,8.9924255,8.8822245,8.74998275,8.52958,8.176936,0.0,0.17632200000000076,0.440804,0.8154895,,,,-1.636666667,-1.6233333339999998,2.6244744771434885,,,4.65291217897673,4.643931310687943,4.18741618605199,0.0,23.0,0.0
24,1986-03-31 23:59:59.999999999,65.63320541304786,70.33013191381987,0.06911857799792998,4.184081747961072,0.032051520269996914,3.807157824599372,3.7478950077646624,2.8479468413143136,9.036506,8.9924255,8.8822245,8.74998275,8.52958,-0.08816000000000024,0.0,0.17632200000000076,0.506926,-15.300000000000002,-5.125,-32.275,-1.9399999999999995,-1.636666667,2.670070898856974,,,4.668136372956183,4.643377618378607,4.187498128731554,0.0,24.0,0.0
25,1986-06-30 23:59:59.999999999,66.02706523934559,70.67358945466557,0.06800720783598369,4.190064737350879,0.03264707783666587,4.018059370869204,3.902834497107621,2.8698154276508903,9.036506,9.036506,8.9924255,8.8822245,8.74998275,0.17632200000000076,0.17632200000000076,0.0,0.2865232500000001,-12.700000000000001,-3.075,-26.425,-2.983333332999999,-1.9399999999999995,2.7482073843853074,,,4.68812093495397,4.642264677413501,4.18772644462235,0.0,25.0,0.0
26,1986-09-30 23:59:59.999999999,66.14825287820642,71.01431586344756,0.07098300989986228,4.191898478696021,0.015074889384198542,4.314199896873161,3.7837550405302234,3.0369576947803347,9.0805865,9.036506,9.036506,8.9924255,8.8822245,0.08815999999999846,0.17632199999999898,0.17632200000000076,0.19836200000000126,-11.116666666666667,-2.541666666666667,-22.358333333333334,-2.7433333319999997,-2.983333332999999,2.8502528457015694,,,4.696969068545317,4.643954142260115,4.187957216500616,0.0,26.0,0.0
27,1986-12-31 23:59:59.999999999,66.48151888507373,71.36738074630877,0.07091691512954146,4.1969239975346,0.016850888922366636,4.612030980548543,3.765992848266259,3.33753422248686,9.124667,9.0805865,9.036506,9.036506,8.9924255,0.0,0.17632199999999898,0.17632199999999898,0.132241500000001,-8.25,-0.7666666666666668,-17.56666666666667,-1.4886666650000002,-2.7433333319999997,2.983779297655958,,,4.70007851362061,4.65291217897673,4.188187935135508,0.0,27.0,0.0
28,1987-03-31 23:59:59.999999999,66.04726317915573,71.717333524791,0.08236187456505117,4.190370594517968,0.00628884655689621,4.991822343900975,3.807157824599372,3.7478950077646624,9.1687475,9.124667,9.0805865,9.036506,9.036506,0.08816200000000052,0.35264399999999974,0.17632199999999898,0.132241500000001,-7.933333333333332,-1.916666666666667,-16.06666666666667,-0.47999999900000034,-1.4886666650000002,3.096835731179108,,,4.701765978594273,4.668136372956183,4.18841358665174,0.0,28.0,0.0
29,1987-06-30 23:59:59.999999999,67.10765501918804,72.11365514688877,0.0719452969182468,4.206298121214068,0.016233383863189843,4.911451809898477,4.018059370869204,3.902834497107621,9.2569085,9.1687475,9.124667,9.0805865,9.036506,0.0,0.17632199999999898,0.35264399999999974,0.2204025000000005,-9.066666666666666,-3.716666666666667,-19.125000000000004,0.670000001,-0.47999999900000034,3.1817525680091903,,,4.702644923574958,4.68812093495397,4.188612244626929,0.0,29.0,0.0
30,1987-09-30 23:59:59.999999999,67.20864471823874,72.46883366925775,0.07535470811558476,4.207801880895935,0.01590340219991404,4.849356029211643,4.314199896873161,3.7837550405302234,9.300989,9.2569085,9.1687475,9.124667,9.0805865,-0.08816200000000052,0.0,0.17632199999999898,0.22040249999999872,-9.666666666666666,-4.483333333333333,-21.016666666666666,0.7200000000000006,0.670000001,3.2284584780943515,,,4.708748698014973,4.696969068545317,4.188813045546921,0.0,30.0,0.0
31,1987-12-31 23:59:59.999999999,67.46111896586548,72.84726645567278,0.07681359242521602,4.211551416597414,0.014627419062814617,4.5935158913882335,4.612030980548543,3.765992848266259,9.300989,9.300989,9.2569085,9.1687475,9.124667,-0.08815999999999846,-0.08815999999999846,0.0,0.17632199999999898,-10.066666666666666,-4.216666666666667,-22.175,0.8053333330000001,0.7200000000000006,3.267168165209074,,,4.712947934216769,4.70007851362061,4.189013806153998,0.0,31.0,0.0
32,1988-03-31 23:59:59.999999999,67.92567158149869,73.23350434183328,0.07523898347113356,4.218414042366938,0.028043447848969727,4.389601584738645,4.991822343900975,3.807157824599372,9.278948999999999,9.300989,9.300989,9.2569085,9.1687475,-0.17632200000000076,-0.35264399999999974,-0.08815999999999846,0.11020149999999873,-9.891666666666667,-3.5166666666666666,-22.191666666666666,-0.3833333339999996,0.8053333330000001,3.2214001114154143,,,4.712579773301511,4.701765978594273,4.189212344938405,0.0,32.0,0.0
33,1988-06-30 23:59:59.999999999,68.70329226418906,73.61130948924725,0.06900155505700667,4.229797120411784,0.023498999197715698,4.515516383019391,4.911451809898477,4.018059370869204,9.190788,9.278948999999999,9.300989,9.300989,9.2569085,-0.17632200000000076,-0.5289660000000005,-0.35264399999999974,-0.06612050000000025,-8.816666666666668,-2.65,-19.40833333333333,-0.3766666670000003,-0.3833333339999996,3.1352144126904737,2.880713504876689,,4.708728355904581,4.702644923574958,4.189210273161427,0.0,33.0,0.0
34,1988-09-30 23:59:59.999999999,69.01636033124622,73.9702663592906,0.06931962376103407,4.23434358274196,0.026541701846025667,4.51263938229568,4.849356029211643,4.314199896873161,9.058546499999999,9.190788,9.278948999999999,9.300989,9.300989,0.0,-0.440804,-0.5289660000000005,-0.242442500000001,-7.250000000000001,-1.2916666666666667,-15.491666666666667,-0.2600000000000007,-0.3766666670000003,3.08897886019641,2.8419326979925277,,4.704023560728709,4.708748698014973,4.189208178613306,0.0,34.0,0.0
